Student_ID,Registration_No,Name,Gender,Intake,Degree_ID,Current_Year,Current_Semester,Current_SGPA,Previous_SGPA,FGPA,Attendance_Percentage,Attendance_Approved,Fee_Paid,Exam_Eligibility,Repeated_Courses,Student_Status,Academic_Risk
S0418,D/BSE/25/0428,Student_0418,Female,42,D001,1,1,3.6333,0.0,3.6333,89,No,Yes,Eligible,0,Completed,Low Risk
S0419,D/BSE/25/0429,Student_0419,Male,41,D001,2,3,2.97,3.4222,3.222,83,No,Yes,Eligible,0,Completed,Low Risk
S0420,D/ICT/25/0430,Student_0420,Male,42,D005,1,2,3.34,3.5842,3.459,87,No,Yes,Eligible,0,Completed,Low Risk
S0421,D/DBA/25/0431,Student_0421,Male,40,D004,3,5,3.6263,3.5214,3.2988,100,No,No,Not Eligible,0,Completed,Low Risk
S0422,D/COE/25/0432,Student_0422,Male,41,D003,2,4,3.7368,3.2421,3.5481,82,No,Yes,Eligible,0,Completed,Low Risk
S0423,D/BSE/25/0433,Student_0423,Female,39,D001,4,7,3.5,3.6,3.5448,94,No,Yes,Eligible,0,Completed,Low Risk
S0424,D/COE/25/0434,Student_0424,Female,39,D003,4,7,4.0,3.944,3.9493,91,No,Yes,Eligible,0,Completed,Low Risk
S0425,D/DBA/25/0435,Student_0425,Male,42,D004,1,2,3.9118,3.5875,3.7545,70,No,Yes,Not Eligible,0,Completed,Low Risk
S0426,D/ICT/25/0436,Student_0426,Male,42,D005,1,2,2.73,2.4632,2.6,88,No,Yes,Eligible,0,Completed,Medium Risk
S0427,D/BCS/25/0437,Student_0427,Female,42,D002,1,1,3.7143,0.0,3.7143,63,No,Yes,Not Eligible,0,Completed,Low Risk
S0428,D/BCS/25/0438,Student_0428,Female,42,D002,1,1,3.8381,0.0,3.8381,98,No,Yes,Eligible,0,Completed,Low Risk
S0429,D/BCS/25/0439,Student_0429,Male,41,D002,2,4,3.1737,2.87,3.0487,99,No,Yes,Eligible,0,Completed,Low Risk
S0430,D/COE/25/0440,Student_0430,Male,39,D003,4,8,2.52,3.0905,3.0174,72,No,Yes,Not Eligible,0,Completed,Low Risk
S0431,D/COE/25/0441,Student_0431,Male,41,D003,2,4,3.6526,3.5737,3.5266,100,No,Yes,Eligible,0,Completed,Low Risk
S0432,D/BSE/25/0442,Student_0432,Female,42,D001,1,2,3.3667,3.5238,3.4513,62,No,Yes,Not Eligible,0,Completed,Low Risk
S0433,D/BSE/25/0443,Student_0433,Male,42,D001,1,2,3.0611,3.5429,3.3205,81,No,Yes,Eligible,0,Completed,Low Risk
S0434,D/ICT/25/0444,Student_0434,Female,41,D005,2,3,2.3957,2.235,2.3226,80,No,Yes,Eligible,1,Not Completed,Medium Risk
S0435,D/BSE/25/0445,Student_0435,Male,40,D001,3,5,2.7077,2.5684,2.5635,81,No,Yes,Eligible,1,Not Completed,Medium Risk
S0436,D/BSE/25/0446,Student_0436,Male,41,D001,2,3,3.34,3.4833,3.4475,90,No,Yes,Eligible,0,Completed,Low Risk
S0437,D/COE/25/0447,Student_0437,Female,40,D003,3,5,3.6222,3.7579,3.6717,88,No,Yes,Eligible,0,Completed,Low Risk
S0438,D/BSE/25/0448,Student_0438,Male,42,D001,1,1,3.8714,0.0,3.8714,75,No,Yes,Not Eligible,0,Completed,Low Risk
S0439,D/COE/25/0449,Student_0439,Male,39,D003,4,8,4.0,3.9571,3.9078,97,No,Yes,Eligible,0,Completed,Low Risk
S0440,D/COE/25/0450,Student_0440,Female,42,D003,1,1,3.4238,0.0,3.4238,91,No,Yes,Eligible,0,Completed,Low Risk
S0441,D/BSE/25/0451,Student_0441,Male,41,D001,2,3,3.1,3.4444,3.2271,77,No,Yes,Not Eligible,0,Completed,Low Risk
S0442,D/BSE/25/0452,Student_0442,Male,42,D001,1,1,3.9048,0.0,3.9048,91,No,Yes,Eligible,0,Completed,Low Risk
S0443,D/BCS/25/0453,Student_0443,Male,42,D002,1,2,3.9667,3.8571,3.9077,72,No,Yes,Not Eligible,0,Completed,Low Risk
S0444,D/BSE/25/0454,Student_0444,Male,42,D001,1,2,2.8389,3.1381,3.0,81,No,Yes,Eligible,0,Completed,Low Risk
S0445,D/DBA/25/0455,Student_0445,Female,40,D004,3,5,3.9684,3.75,3.7488,87,No,Yes,Eligible,0,Completed,Low Risk
S0446,D/COE/25/0456,Student_0446,Female,39,D003,4,8,4.0,3.9333,3.8701,85,No,Yes,Eligible,0,Completed,Low Risk
S0447,D/ICT/25/0457,Student_0447,Female,39,D005,4,8,3.86,3.6958,3.7208,92,No,Yes,Eligible,0,Completed,Low Risk
S0448,D/BSE/25/0458,Student_0448,Male,42,D001,1,2,3.85,3.9714,3.9154,97,No,Yes,Eligible,0,Completed,Low Risk
S0449,D/ICT/25/0459,Student_0449,Male,41,D005,2,4,3.8227,3.9348,3.8488,84,No,Yes,Eligible,0,Completed,Low Risk
S0450,D/ICT/25/0460,Student_0450,Male,41,D005,2,3,3.8696,3.925,3.9129,90,No,Yes,Eligible,0,Completed,Low Risk
S0451,D/BCS/25/0461,Student_0451,Male,39,D002,4,7,3.1444,3.2462,3.1493,90,No,Yes,Eligible,0,Completed,Low Risk
S0452,D/BCS/25/0462,Student_0452,Male,40,D002,3,6,2.5462,2.4846,2.4292,89,No,Yes,Eligible,4,Not Completed,High Risk
S0453,D/BSE/25/0463,Student_0453,Female,42,D001,1,1,3.9429,0.0,3.9429,100,No,Yes,Eligible,0,Completed,Low Risk
S0454,D/BCS/25/0464,Student_0454,Female,41,D002,2,3,3.69,3.45,3.4305,77,No,Yes,Not Eligible,0,Completed,Low Risk
S0455,D/BSE/25/0465,Student_0455,Male,42,D001,1,2,2.5389,2.7857,2.6718,91,No,Yes,Eligible,0,Completed,Medium Risk
S0456,D/BSE/25/0466,Student_0456,Male,42,D001,1,2,2.7222,2.8571,2.7949,78,No,Yes,Not Eligible,0,Completed,Medium Risk
S0457,D/BSE/25/0467,Student_0457,Female,40,D001,3,5,3.6692,3.2,3.524,82,No,Yes,Eligible,0,Completed,Low Risk
S0458,D/ICT/25/0468,Student_0458,Female,41,D005,2,3,3.9043,3.65,3.8194,86,No,Yes,Eligible,0,Completed,Low Risk
S0459,D/ICT/25/0469,Student_0459,Male,42,D005,1,1,3.9684,0.0,3.9684,76,No,Yes,Not Eligible,0,Completed,Low Risk
S0460,D/DBA/25/0470,Student_0460,Male,41,D004,2,4,3.7071,3.4111,3.5862,89,No,Yes,Eligible,0,Completed,Low Risk
S0461,D/BSE/25/0471,Student_0461,Male,40,D001,3,6,3.868,3.7231,3.7047,76,No,Yes,Not Eligible,0,Completed,Low Risk
S0462,D/BSE/25/0472,Student_0462,Male,42,D001,1,2,2.9222,2.6857,2.7949,87,No,Yes,Eligible,0,Completed,Medium Risk
S0463,D/COE/25/0473,Student_0463,Male,42,D003,1,2,3.51,3.3714,3.439,96,No,Yes,Eligible,0,Completed,Low Risk
S0464,D/BSE/25/0474,Student_0464,Male,40,D001,3,5,2.8231,3.3053,2.8798,79,No,Yes,Not Eligible,0,Completed,Medium Risk
S0465,D/BSE/25/0475,Student_0465,Male,42,D001,1,2,2.9833,2.5286,2.7385,75,No,Yes,Not Eligible,0,Completed,Medium Risk
S0466,D/DBA/25/0476,Student_0466,Male,42,D004,1,2,2.4,3.1562,2.7667,77,No,Yes,Not Eligible,0,Completed,Medium Risk
S0467,D/BSE/25/0477,Student_0467,Male,42,D001,1,2,3.1111,3.5952,3.3718,82,No,Yes,Eligible,0,Completed,Low Risk
S0468,D/DBA/25/0478,Student_0468,Male,42,D004,1,1,3.6625,0.0,3.6625,98,No,Yes,Eligible,0,Completed,Low Risk
S0469,D/BSE/25/0479,Student_0469,Male,42,D001,1,2,3.6389,3.7143,3.6795,74,No,Yes,Not Eligible,0,Completed,Low Risk
S0470,D/DBA/25/0480,Student_0470,Female,42,D004,1,2,2.9353,2.7188,2.8303,83,No,Yes,Eligible,0,Completed,Medium Risk
S0471,D/ICT/25/0481,Student_0471,Female,42,D005,1,2,1.67,2.4368,2.0436,91,No,Yes,Eligible,2,Not Completed,High Risk
S0472,D/ICT/25/0482,Student_0472,Male,42,D005,1,1,3.8211,0.0,3.8211,79,No,Yes,Not Eligible,0,Completed,Low Risk
S0473,D/BSE/25/0483,Student_0473,Male,42,D001,1,2,3.7056,3.5619,3.6282,70,No,Yes,Not Eligible,0,Completed,Low Risk
S0474,D/BCS/25/0484,Student_0474,Female,41,D002,2,3,3.3,3.3778,3.3814,64,No,Yes,Not Eligible,0,Completed,Low Risk
S0475,D/BCS/25/0485,Student_0475,Female,42,D002,1,2,3.5944,3.5667,3.5795,87,No,Yes,Eligible,0,Completed,Low Risk
S0476,D/COE/25/0486,Student_0476,Male,42,D003,1,2,3.885,3.9857,3.9366,97,No,Yes,Eligible,0,Completed,Low Risk
S0477,D/BCS/25/0487,Student_0477,Male,42,D002,1,2,3.7722,3.9381,3.8615,93,No,Yes,Eligible,0,Completed,Low Risk
S0478,D/BSE/25/0488,Student_0478,Female,40,D001,3,6,4.0,3.9769,3.9876,73,Yes,Yes,Eligible,0,Completed,Low Risk
S0479,D/BSE/25/0489,Student_0479,Male,42,D001,1,2,3.8889,3.7143,3.7949,100,No,Yes,Eligible,0,Completed,Low Risk
S0480,D/BCS/25/0490,Student_0480,Male,41,D002,2,3,3.56,3.4611,3.5203,84,No,Yes,Eligible,0,Completed,Low Risk
S0481,D/COE/25/0491,Student_0481,Male,40,D003,3,6,2.452,2.2,2.2229,79,No,Yes,Not Eligible,4,Not Completed,High Risk
S0482,D/BSE/25/0492,Student_0482,Male,40,D001,3,6,3.396,3.3846,3.4581,90,No,Yes,Eligible,0,Completed,Low Risk
S0483,D/BSE/25/0493,Student_0483,Male,41,D001,2,4,3.1947,3.41,3.4692,73,Yes,Yes,Eligible,0,Completed,Low Risk
S0484,D/DBA/25/0494,Student_0484,Male,41,D004,2,4,3.9,3.6722,3.74,100,No,Yes,Eligible,0,Completed,Low Risk
S0485,D/DBA/25/0495,Student_0485,Male,42,D004,1,2,3.8765,3.9438,3.9091,99,No,No,Not Eligible,0,Completed,Low Risk
S0486,D/ICT/25/0496,Student_0486,Male,42,D005,1,2,3.53,3.4947,3.5128,89,No,Yes,Eligible,0,Completed,Low Risk
S0487,D/COE/25/0497,Student_0487,Male,42,D003,1,2,2.775,2.9095,2.8439,87,No,Yes,Eligible,0,Completed,Medium Risk
S0488,D/COE/25/0498,Student_0488,Male,39,D003,4,8,3.3,3.5238,3.1653,81,No,Yes,Eligible,1,Not Completed,Low Risk
S0489,D/BCS/25/0499,Student_0489,Female,40,D002,3,6,3.8462,3.7154,3.7292,86,No,Yes,Eligible,0,Completed,Low Risk
S0490,D/BCS/25/0500,Student_0490,Male,39,D002,4,7,3.7444,3.8231,3.5676,84,No,Yes,Eligible,0,Completed,Low Risk
S0491,D/BSE/25/0501,Student_0491,Female,41,D001,2,4,3.9211,3.6,3.7051,84,No,Yes,Eligible,0,Completed,Low Risk
S0492,D/BSE/25/0502,Student_0492,Male,42,D001,1,2,2.7611,2.9905,2.8846,85,No,Yes,Eligible,0,Completed,Medium Risk
S0493,D/ICT/25/0503,Student_0493,Male,41,D005,2,3,3.0043,3.53,3.3597,73,No,Yes,Not Eligible,0,Completed,Low Risk
S0494,D/BSE/25/0504,Student_0494,Male,39,D001,4,7,2.9625,3.22,3.0103,84,No,Yes,Eligible,1,Not Completed,Low Risk
S0495,D/BCS/25/0505,Student_0495,Male,40,D002,3,6,2.8115,2.6462,2.7754,93,No,Yes,Eligible,1,Not Completed,Medium Risk
S0496,D/BSE/25/0506,Student_0496,Female,40,D001,3,6,3.476,3.1308,3.2938,71,Yes,Yes,Eligible,0,Completed,Low Risk
S0497,D/ICT/25/0507,Student_0497,Female,42,D005,1,1,3.9684,0.0,3.9684,90,No,Yes,Eligible,0,Completed,Low Risk
S0498,D/ICT/25/0508,Student_0498,Male,41,D005,2,4,3.9727,4.0,3.9845,93,No,Yes,Eligible,0,Completed,Low Risk
S0499,D/BSE/25/0509,Student_0499,Male,41,D001,2,3,3.74,3.8111,3.7966,100,No,Yes,Eligible,0,Completed,Low Risk
S0500,D/COE/25/0510,Student_0500,Male,40,D003,3,6,3.328,3.2037,3.1672,94,No,Yes,Eligible,0,Completed,Low Risk
S0501,D/COE/25/0511,Student_0501,Male,42,D003,1,1,3.8238,0.0,3.8238,82,No,Yes,Eligible,0,Completed,Low Risk
S0502,D/BSE/25/0512,Student_0502,Male,40,D001,3,6,4.0,3.9538,3.9543,86,No,Yes,Eligible,0,Completed,Low Risk
S0503,D/BCS/25/0513,Student_0503,Female,42,D002,1,1,3.6286,0.0,3.6286,79,Yes,No,Not Eligible,0,Completed,Low Risk
S0504,D/BCS/25/0514,Student_0504,Male,42,D002,1,1,3.781,0.0,3.781,98,No,Yes,Eligible,0,Completed,Low Risk
S0505,D/ICT/25/0515,Student_0505,Female,41,D005,2,3,3.8435,3.545,3.7629,86,No,Yes,Eligible,0,Completed,Low Risk
S0506,D/DBA/25/0516,Student_0506,Female,40,D004,3,5,3.3895,3.3429,3.4607,78,No,Yes,Not Eligible,0,Completed,Low Risk
S0507,D/BSE/25/0517,Student_0507,Male,42,D001,1,2,3.2444,3.5905,3.4308,100,No,No,Not Eligible,0,Completed,Low Risk
S0508,D/BSE/25/0518,Student_0508,Male,39,D001,4,8,2.1,2.375,2.8425,91,No,Yes,Eligible,0,Completed,Medium Risk
S0509,D/BCS/25/0519,Student_0509,Female,42,D002,1,2,3.6833,3.581,3.6282,94,No,Yes,Eligible,0,Completed,Low Risk
S0510,D/COE/25/0520,Student_0510,Male,39,D003,4,8,2.54,2.8095,2.8048,88,No,Yes,Eligible,2,Not Completed,High Risk
S0511,D/BCS/25/0521,Student_0511,Male,41,D002,2,3,3.34,3.1611,3.4424,73,No,Yes,Not Eligible,0,Completed,Low Risk
S0512,D/BCS/25/0522,Student_0512,Female,42,D002,1,1,2.9429,0.0,2.9429,90,No,Yes,Eligible,0,Completed,Medium Risk
S0513,D/DBA/25/0523,Student_0513,Female,41,D004,2,4,3.6714,3.5333,3.5846,100,No,Yes,Eligible,0,Completed,Low Risk
S0514,D/ICT/25/0524,Student_0514,Male,39,D005,4,8,3.8267,3.875,3.7436,82,No,Yes,Eligible,0,Completed,Low Risk
S0515,D/COE/25/0525,Student_0515,Male,41,D003,2,4,3.7842,3.0316,3.4139,89,No,Yes,Eligible,0,Completed,Low Risk
S0516,D/BSE/25/0526,Student_0516,Female,40,D001,3,5,2.9692,2.6947,2.7048,98,No,Yes,Eligible,0,Completed,Medium Risk
S0517,D/BSE/25/0527,Student_0517,Female,39,D001,4,7,2.45,3.024,2.9945,81,No,Yes,Eligible,1,Not Completed,Medium Risk
S0518,D/DBA/25/0528,Student_0518,Male,40,D004,3,6,2.7381,3.3842,3.1743,76,No,Yes,Not Eligible,0,Completed,Low Risk
S0519,D/DBA/25/0529,Student_0519,Male,41,D004,2,4,3.9571,3.95,3.9462,82,No,Yes,Eligible,0,Completed,Low Risk
S0520,D/BCS/25/0530,Student_0520,Female,42,D002,1,2,3.0111,3.2048,3.1154,83,No,Yes,Eligible,0,Completed,Low Risk
S0521,D/ICT/25/0531,Student_0521,Male,40,D005,3,6,3.0,3.685,3.7264,79,Yes,Yes,Eligible,0,Completed,Low Risk
S0522,D/COE/25/0532,Student_0522,Male,42,D003,1,1,2.7381,0.0,2.7381,83,No,Yes,Eligible,0,Completed,Medium Risk
S0523,D/DBA/25/0533,Student_0523,Female,40,D004,3,5,3.5474,3.1643,3.1917,87,No,Yes,Eligible,0,Completed,Low Risk
S0524,D/ICT/25/0534,Student_0524,Female,41,D005,2,3,4.0,4.0,4.0,100,No,Yes,Eligible,0,Completed,Low Risk
S0525,D/BCS/25/0535,Student_0525,Female,42,D002,1,2,3.2111,3.1238,3.1641,86,No,Yes,Eligible,0,Completed,Low Risk
S0526,D/BCS/25/0536,Student_0526,Male,40,D002,3,5,3.4846,3.6211,3.701,89,No,Yes,Eligible,0,Completed,Low Risk
S0527,D/BCS/25/0537,Student_0527,Male,39,D002,4,8,2.4,3.4,3.2025,88,No,Yes,Eligible,0,Completed,Low Risk
S0528,D/ICT/25/0538,Student_0528,Male,39,D005,4,7,3.8292,4.0,3.6015,96,No,Yes,Eligible,0,Completed,Low Risk
S0529,D/BCS/25/0539,Student_0529,Male,40,D002,3,6,3.4,3.5385,3.3808,79,No,Yes,Not Eligible,0,Completed,Low Risk
S0530,D/BCS/25/0540,Student_0530,Female,40,D002,3,6,3.75,3.8769,3.8223,91,No,Yes,Eligible,0,Completed,Low Risk
S0531,D/COE/25/0541,Student_0531,Male,42,D003,1,1,2.2952,0.0,2.2952,77,No,Yes,Not Eligible,2,Not Completed,High Risk
S0532,D/ICT/25/0542,Student_0532,Female,39,D005,4,8,3.7867,3.9125,3.8409,89,No,Yes,Eligible,0,Completed,Low Risk
S0533,D/BSE/25/0543,Student_0533,Male,39,D001,4,8,3.7,3.925,3.6613,82,No,Yes,Eligible,0,Completed,Low Risk
S0534,D/COE/25/0544,Student_0534,Female,41,D003,2,3,3.8947,3.9,3.8767,96,No,Yes,Eligible,0,Completed,Low Risk
S0535,D/BCS/25/0545,Student_0535,Male,39,D002,4,7,3.1444,3.5923,3.327,66,No,Yes,Not Eligible,0,Completed,Low Risk
S0536,D/BCS/25/0546,Student_0536,Male,42,D002,1,2,2.7222,2.9048,2.8205,93,No,Yes,Eligible,0,Completed,Medium Risk
S0537,D/DBA/25/0547,Student_0537,Male,42,D004,1,1,2.3,0.0,2.3,90,No,Yes,Eligible,0,Completed,Medium Risk
S0538,D/COE/25/0548,Student_0538,Female,42,D003,1,2,3.555,3.519,3.5366,78,Yes,No,Not Eligible,0,Completed,Low Risk
S0539,D/BSE/25/0549,Student_0539,Female,40,D001,3,5,3.9231,3.7158,3.8327,100,No,Yes,Eligible,0,Completed,Low Risk
S0540,D/COE/25/0550,Student_0540,Male,40,D003,3,6,3.136,3.1074,3.0336,78,No,No,Not Eligible,0,Completed,Low Risk
S0541,D/BSE/25/0551,Student_0541,Male,42,D001,1,1,3.8714,0.0,3.8714,87,No,Yes,Eligible,0,Completed,Low Risk
S0542,D/COE/25/0552,Student_0542,Female,40,D003,3,5,3.9778,4.0,3.9651,78,No,Yes,Not Eligible,0,Completed,Low Risk
S0543,D/BCS/25/0553,Student_0543,Male,42,D002,1,1,3.681,0.0,3.681,77,No,Yes,Not Eligible,0,Completed,Low Risk
S0544,D/BSE/25/0554,Student_0544,Male,42,D001,1,2,2.7944,2.9857,2.8974,100,No,Yes,Eligible,0,Completed,Medium Risk
S0545,D/DBA/25/0555,Student_0545,Male,39,D004,4,7,3.4846,3.9333,3.7191,74,No,Yes,Not Eligible,0,Completed,Low Risk
S0546,D/BCS/25/0556,Student_0546,Male,41,D002,2,3,2.86,2.7778,2.7169,81,No,Yes,Eligible,0,Completed,Medium Risk
S0547,D/COE/25/0557,Student_0547,Male,42,D003,1,2,3.755,3.7095,3.7317,84,No,Yes,Eligible,0,Completed,Low Risk
S0548,D/DBA/25/0558,Student_0548,Male,41,D004,2,4,2.9429,3.1444,3.0015,94,No,Yes,Eligible,0,Completed,Low Risk
S0549,D/ICT/25/0559,Student_0549,Male,40,D005,3,5,3.95,4.0,3.9635,89,No,Yes,Eligible,0,Completed,Low Risk
S0550,D/BSE/25/0560,Student_0550,Male,40,D001,3,5,3.4154,3.7684,3.5288,95,No,Yes,Eligible,0,Completed,Low Risk
S0551,D/BSE/25/0561,Student_0551,Female,40,D001,3,6,3.896,3.9538,3.9271,80,No,Yes,Eligible,0,Completed,Low Risk
S0552,D/ICT/25/0562,Student_0552,Male,40,D005,3,5,3.87,3.8818,3.9058,93,No,Yes,Eligible,0,Completed,Low Risk
S0553,D/BCS/25/0563,Student_0553,Male,41,D002,2,3,3.65,3.7722,3.7915,90,No,Yes,Eligible,0,Completed,Low Risk
S0554,D/ICT/25/0564,Student_0554,Male,42,D005,1,2,3.28,3.2842,3.2821,86,No,Yes,Eligible,0,Completed,Low Risk
S0555,D/DBA/25/0565,Student_0555,Female,40,D004,3,5,4.0,3.8571,3.931,91,No,Yes,Eligible,0,Completed,Low Risk
S0556,D/BCS/25/0566,Student_0556,Male,41,D002,2,3,1.93,2.3667,2.1661,79,Yes,Yes,Eligible,2,Not Completed,High Risk
S0557,D/COE/25/0567,Student_0557,Male,39,D003,4,7,2.5619,2.716,2.7118,84,No,Yes,Eligible,1,Not Completed,Medium Risk
S0558,D/COE/25/0568,Student_0558,Male,41,D003,2,3,3.6947,3.655,3.6333,73,Yes,Yes,Eligible,0,Completed,Low Risk
S0559,D/BSE/25/0569,Student_0559,Male,40,D001,3,5,3.9769,4.0,3.9163,87,No,Yes,Eligible,0,Completed,Low Risk
S0560,D/BSE/25/0570,Student_0560,Female,41,D001,2,3,3.09,2.8278,3.0085,83,No,Yes,Eligible,0,Completed,Low Risk
S0561,D/COE/25/0571,Student_0561,Male,42,D003,1,1,3.7286,0.0,3.7286,80,No,Yes,Eligible,0,Completed,Low Risk
S0562,D/BCS/25/0572,Student_0562,Female,41,D002,2,4,3.7368,3.9,3.75,76,No,Yes,Not Eligible,0,Completed,Low Risk
S0563,D/DBA/25/0573,Student_0563,Male,42,D004,1,1,2.9188,0.0,2.9188,80,No,Yes,Eligible,0,Completed,Medium Risk
S0564,D/COE/25/0574,Student_0564,Male,40,D003,3,5,3.1963,3.4053,3.0292,87,No,Yes,Eligible,2,Not Completed,Medium Risk
S0565,D/BCS/25/0575,Student_0565,Male,42,D002,1,1,3.4667,0.0,3.4667,83,No,Yes,Eligible,0,Completed,Low Risk
S0566,D/ICT/25/0576,Student_0566,Male,41,D005,2,3,2.9609,3.175,3.2161,95,No,Yes,Eligible,0,Completed,Low Risk
S0567,D/BCS/25/0577,Student_0567,Male,40,D002,3,5,3.9538,3.8632,3.8856,89,No,Yes,Eligible,0,Completed,Low Risk
S0568,D/ICT/25/0578,Student_0568,Female,40,D005,3,6,3.0,2.505,2.8545,86,No,Yes,Eligible,0,Completed,Medium Risk
S0569,D/BCS/25/0579,Student_0569,Male,42,D002,1,2,3.4889,3.5857,3.541,81,No,Yes,Eligible,0,Completed,Low Risk
S0570,D/COE/25/0580,Student_0570,Female,42,D003,1,1,3.6143,0.0,3.6143,97,No,Yes,Eligible,0,Completed,Low Risk
S0571,D/BCS/25/0581,Student_0571,Male,42,D002,1,1,2.4524,0.0,2.4524,98,No,Yes,Eligible,0,Completed,Medium Risk
S0572,D/BSE/25/0582,Student_0572,Male,42,D001,1,2,3.8889,3.9,3.8949,72,No,Yes,Not Eligible,0,Completed,Low Risk
S0573,D/ICT/25/0583,Student_0573,Male,40,D005,3,6,3.0,3.635,3.6345,85,No,Yes,Eligible,0,Completed,Low Risk
S0574,D/BCS/25/0584,Student_0574,Male,40,D002,3,6,3.9308,3.9769,3.9108,79,No,Yes,Not Eligible,0,Completed,Low Risk
S0575,D/ICT/25/0585,Student_0575,Female,40,D005,3,6,4.0,3.405,3.53,79,No,Yes,Not Eligible,0,Completed,Low Risk
S0576,D/COE/25/0586,Student_0576,Male,40,D003,3,5,3.1148,3.4789,3.3283,74,No,Yes,Not Eligible,0,Completed,Low Risk
S0577,D/COE/25/0587,Student_0577,Male,40,D003,3,5,3.5704,3.6947,3.6283,92,No,Yes,Eligible,0,Completed,Low Risk
S0578,D/ICT/25/0588,Student_0578,Female,41,D005,2,3,3.5043,3.345,3.3935,81,No,Yes,Eligible,0,Completed,Low Risk
S0579,D/ICT/25/0589,Student_0579,Female,39,D005,4,8,3.2133,3.5458,3.3839,76,No,Yes,Not Eligible,0,Completed,Low Risk
S0580,D/COE/25/0590,Student_0580,Male,41,D003,2,3,3.7263,3.955,3.845,79,No,Yes,Not Eligible,0,Completed,Low Risk
S0581,D/DBA/25/0591,Student_0581,Male,42,D004,1,1,3.3812,0.0,3.3812,87,No,Yes,Eligible,0,Completed,Low Risk
S0582,D/ICT/25/0592,Student_0582,Female,41,D005,2,3,3.9348,3.93,3.9097,93,No,Yes,Eligible,0,Completed,Low Risk
S0583,D/DBA/25/0593,Student_0583,Male,41,D004,2,4,4.0,3.9667,3.9815,75,No,No,Not Eligible,0,Completed,Low Risk
S0584,D/ICT/25/0594,Student_0584,Female,42,D005,1,1,4.0,0.0,4.0,92,No,Yes,Eligible,0,Completed,Low Risk
S0585,D/BCS/25/0595,Student_0585,Male,41,D002,2,4,2.3526,2.28,2.2321,83,No,Yes,Eligible,1,Not Completed,Medium Risk
S0586,D/COE/25/0596,Student_0586,Female,42,D003,1,1,3.8048,0.0,3.8048,89,No,Yes,Eligible,0,Completed,Low Risk
S0587,D/BSE/25/0597,Student_0587,Female,39,D001,4,7,2.8375,2.016,2.7724,100,No,Yes,Eligible,2,Not Completed,High Risk
S0588,D/ICT/25/0598,Student_0588,Male,41,D005,2,4,3.2591,3.4435,3.4071,90,No,Yes,Eligible,0,Completed,Low Risk
S0589,D/DBA/25/0599,Student_0589,Male,40,D004,3,6,3.7381,3.7158,3.7267,100,No,Yes,Eligible,0,Completed,Low Risk
S0590,D/DBA/25/0600,Student_0590,Female,41,D004,2,3,3.4389,3.6412,3.5863,86,No,Yes,Eligible,0,Completed,Low Risk
S0591,D/BSE/25/0601,Student_0591,Male,40,D001,3,6,3.004,3.3077,2.924,75,No,Yes,Not Eligible,0,Completed,Medium Risk
S0592,D/COE/25/0602,Student_0592,Female,42,D003,1,2,3.38,3.5905,3.4878,88,No,Yes,Eligible,0,Completed,Low Risk
S0593,D/DBA/25/0603,Student_0593,Female,42,D004,1,1,3.65,0.0,3.65,81,No,Yes,Eligible,0,Completed,Low Risk
S0594,D/ICT/25/0604,Student_0594,Female,40,D005,3,5,2.47,2.4227,2.4433,91,No,Yes,Eligible,1,Not Completed,Medium Risk
S0595,D/BSE/25/0605,Student_0595,Female,42,D001,1,2,3.9833,3.9333,3.9564,82,No,No,Not Eligible,0,Completed,Low Risk
S0596,D/DBA/25/0606,Student_0596,Male,39,D004,4,8,3.3,3.7154,3.5971,100,No,Yes,Eligible,0,Completed,Low Risk
S0597,D/DBA/25/0607,Student_0597,Male,42,D004,1,1,2.9688,0.0,2.9688,79,No,Yes,Not Eligible,0,Completed,Medium Risk
S0598,D/BCS/25/0608,Student_0598,Male,40,D002,3,5,4.0,3.9526,3.9827,67,Yes,Yes,Eligible,0,Completed,Low Risk
S0599,D/BSE/25/0609,Student_0599,Female,39,D001,4,8,1.72,2.05,2.0412,88,No,No,Not Eligible,9,Not Completed,High Risk
S0600,D/ICT/25/0610,Student_0600,Male,40,D005,3,6,4.0,3.825,3.7836,90,No,Yes,Eligible,0,Completed,Low Risk
S0601,D/BSE/25/0611,Student_0601,Male,40,D001,3,5,3.5154,3.7368,3.6644,68,Yes,Yes,Eligible,0,Completed,Low Risk
S0602,D/BSE/25/0612,Student_0602,Male,42,D001,1,2,1.4611,2.0095,1.7564,84,No,Yes,Eligible,4,Not Completed,High Risk
S0603,D/BSE/25/0613,Student_0603,Female,42,D001,1,2,3.2889,3.1714,3.2256,91,No,Yes,Eligible,0,Completed,Low Risk
S0604,D/BSE/25/0614,Student_0604,Male,42,D001,1,2,4.0,3.681,3.8282,82,No,Yes,Eligible,0,Completed,Low Risk
S0605,D/DBA/25/0615,Student_0605,Female,39,D004,4,7,3.6462,3.8286,3.7344,80,No,Yes,Eligible,0,Completed,Low Risk
S0606,D/ICT/25/0616,Student_0606,Male,42,D005,1,1,3.6053,0.0,3.6053,89,No,Yes,Eligible,0,Completed,Low Risk
S0607,D/COE/25/0617,Student_0607,Male,42,D003,1,2,3.415,3.4571,3.4366,70,Yes,Yes,Eligible,0,Completed,Low Risk
